Date,Time,Bx (nT),By (nT),Bz (nT),Total (nT)
2026-05-23,00:00:00,1510.15625,17503.125,41503.125,45068.27422290168
2026-05-23,00:00:02,1510.15625,17500.78125,41499.21875,45063.76674358366
2026-05-23,00:00:04,1510.15625,17503.125,41494.53125,45060.36041047903
2026-05-23,00:00:06,1510.9375,17503.125,41500.78125,45066.14207201325
2026-05-23,00:00:08,1510.9375,17501.5625,41501.5625,45066.25469252708
2026-05-23,00:00:10,1510.9375,17502.34375,41506.25,45070.87482992282
2026-05-23,00:00:12,1511.71875,17500.78125,41508.59375,45072.45270719125
2026-05-23,00:00:14,1510.15625,17502.34375,41504.6875,45069.40972672301
2026-05-23,00:00:16,1510.9375,17501.5625,41503.125,45067.693604575965
2026-05-23,00:00:18,1511.71875,17501.5625,41504.6875,45069.15872293562
2026-05-23,00:00:20,1512.5,17500.78125,41507.03125,45071.039968019686
2026-05-23,00:00:22,1510.9375,17500.0,41500.78125,45064.92845316919
2026-05-23,00:00:24,1510.9375,17501.5625,41504.6875,45069.13252485529
2026-05-23,00:00:26,1510.9375,17502.34375,41506.25,45070.87482992282
2026-05-23,00:00:28,1512.5,17502.34375,41505.46875,45070.20777798113
2026-05-23,00:00:30,1512.5,17500.0,41506.25,45070.01714346801
2026-05-23,00:00:32,1511.71875,17502.34375,41506.25,45070.90102699042
2026-05-23,00:00:34,1510.9375,17502.34375,41498.4375,45063.680318117345
2026-05-23,00:00:36,1511.71875,17501.5625,41501.5625,45066.28089228036
2026-05-23,00:00:38,1510.9375,17502.34375,41506.25,45070.87482992282
2026-05-23,00:00:40,1510.15625,17500.78125,41499.21875,45063.76674358366
2026-05-23,00:00:42,1510.15625,17503.125,41505.46875,45070.432578601525
2026-05-23,00:00:44,1510.15625,17501.5625,41507.03125,45071.26473740555
2026-05-23,00:00:46,1511.71875,17500.78125,41500.78125,45065.25804097659
2026-05-23,00:00:48,1509.375,17503.125,41504.6875,45069.68695397058
2026-05-23,00:00:50,1510.15625,17502.34375,41505.46875,45070.1291855238
2026-05-23,00:00:52,1510.15625,17501.5625,41498.4375,45063.350705226374
2026-05-23,00:00:54,1509.375,17500.0,41507.8125,45071.3513379151
2026-05-23,00:00:56,1510.15625,17501.5625,41507.8125,45071.98420722097
2026-05-23,00:00:58,1508.59375,17503.125,41503.90625,45068.9413440892
2026-05-23,00:01:00,1511.71875,17500.78125,41506.25,45070.29428572608
2026-05-23,00:01:02,1510.9375,17502.34375,41504.6875,45069.43591109974
2026-05-23,00:01:04,1512.5,17502.34375,41504.6875,45069.488320434924
2026-05-23,00:01:06,1510.15625,17500.78125,41505.46875,45069.52243386868
2026-05-23,00:01:08,1510.9375,17501.5625,41506.25,45070.57145336425
2026-05-23,00:01:10,1512.5,17501.5625,41505.46875,45069.90439693247
2026-05-23,00:01:12,1511.71875,17501.5625,41505.46875,45069.87818574324
2026-05-23,00:01:14,1510.9375,17500.0,41505.46875,45069.24525977923
2026-05-23,00:01:16,1510.15625,17502.34375,41500.78125,45065.81246358407
2026-05-23,00:01:18,1511.71875,17503.125,41504.6875,45069.76550657195
2026-05-23,00:01:20,1510.15625,17501.5625,41504.6875,45069.10634030229
2026-05-23,00:01:22,1510.15625,17500.78125,41503.125,45067.364034580394
2026-05-23,00:01:24,1510.9375,17501.5625,41506.25,45070.57145336425
2026-05-23,00:01:26,1510.9375,17500.0,41510.15625,45073.56214044237
2026-05-23,00:01:28,1510.9375,17500.78125,41499.21875,45063.79293123926
2026-05-23,00:01:30,1511.71875,17501.5625,41510.9375,45074.91448299613
2026-05-23,00:01:32,1511.71875,17500.78125,41512.5,45076.05011743435
2026-05-23,00:01:34,1510.9375,17500.78125,41508.59375,45072.42651102553
2026-05-23,00:01:36,1510.9375,17503.90625,41514.84375,45079.395711617624
2026-05-23,00:01:38,1510.15625,17503.90625,41514.0625,45078.65005922548
2026-05-23,00:01:40,1510.9375,17503.90625,41508.59375,45073.639982147375
2026-05-23,00:01:42,1512.5,17501.5625,41508.59375,45072.78226706163
2026-05-23,00:01:44,1510.9375,17501.5625,41510.15625,45074.16881063617
2026-05-23,00:01:46,1510.9375,17503.90625,41504.6875,45070.04271808882
2026-05-23,00:01:49,1510.9375,17505.46875,41512.5,45077.84405377139
2026-05-23,00:01:51,1510.15625,17504.6875,41514.84375,45079.672890993614
2026-05-23,00:01:53,1513.28125,17507.03125,41507.03125,45073.49339155503
