Date,Time,Bx (nT),By (nT),Bz (nT),Total (nT)
2026-06-07,00:00:01,3922.65625,17867.1875,40488.28125,44428.87056627618
2026-06-07,00:00:03,3922.65625,17875.0,40490.625,44434.148691589544
2026-06-07,00:00:05,3922.65625,17873.4375,40488.28125,44431.38438875354
2026-06-07,00:00:07,3922.65625,17875.78125,40488.28125,44432.32726217047
2026-06-07,00:00:09,3921.8750000000005,17862.5,40488.28125,44426.91670985875
2026-06-07,00:00:11,3923.4375,17871.875,40488.28125,44430.82484504573
2026-06-07,00:00:13,3921.8750000000005,17869.53125,40486.71875,44428.32031207069
2026-06-07,00:00:15,3921.8750000000005,17864.84375,40487.5,44427.147128501725
2026-06-07,00:00:17,3922.65625,17874.21875,40487.5,44430.986757312916
2026-06-07,00:00:19,3923.4375,17871.875,40485.15625,44427.977158756
2026-06-07,00:00:21,3922.65625,17872.65625,40490.625,44433.20589803253
2026-06-07,00:00:24,3922.65625,17871.09375,40489.0625,44431.15355250029
2026-06-07,00:00:26,3922.65625,17869.53125,40488.28125,44429.81316334216
2026-06-07,00:00:28,3922.65625,17867.1875,40493.75,44433.85432615902
2026-06-07,00:00:30,3921.8750000000005,17871.09375,40485.9375,44428.2368611542
2026-06-07,00:00:32,3922.65625,17864.84375,40485.15625,44425.08020087856
2026-06-07,00:00:34,3921.8750000000005,17857.8125,40485.15625,44422.18418074122
2026-06-07,00:00:36,3921.8750000000005,17865.625,40490.625,44430.30917118263
2026-06-07,00:00:38,3922.65625,17865.625,40484.375,44424.68241683798
2026-06-07,00:00:40,3921.8750000000005,17864.0625,40485.15625,44424.69706262999
2026-06-07,00:00:42,3922.65625,17860.15625,40485.9375,44423.907398876836
2026-06-07,00:00:44,3921.8750000000005,17855.46875,40481.25,44417.68194492315
2026-06-07,00:00:46,3922.65625,17857.03125,40488.28125,44424.78717673549
2026-06-07,00:00:48,3922.65625,17859.375,40489.0625,44426.4413336832
2026-06-07,00:00:50,3921.8750000000005,17857.8125,40482.03125,44419.336160356535
2026-06-07,00:00:52,3923.4375,17857.8125,40483.59375,44420.89814509159
2026-06-07,00:00:54,3922.65625,17856.25,40487.5,44423.761123616765
2026-06-07,00:00:56,3921.8750000000005,17857.03125,40480.46875,44417.598075524395
2026-06-07,00:00:58,3924.2187499999995,17861.71875,40486.71875,44425.38558801212
2026-06-07,00:01:00,3923.4375,17871.875,40490.625,44432.96063422576
2026-06-07,00:01:02,3922.65625,17865.625,40486.71875,44426.81829523571
2026-06-07,00:01:05,3925.0,17868.75,40487.5,44428.99399955507
2026-06-07,00:01:07,3923.4375,17867.1875,40487.5,44428.227594926204
2026-06-07,00:01:09,3924.2187499999995,17874.21875,40485.9375,44429.70092150756
2026-06-07,00:01:11,3923.4375,17872.65625,40487.5,44430.42718112296
2026-06-07,00:01:13,3923.4375,17871.875,40489.84375,44432.24870216953
2026-06-07,00:01:15,3922.65625,17877.34375,40485.15625,44430.10835231265
2026-06-07,00:01:17,3921.8750000000005,17874.21875,40488.28125,44431.629702471844
2026-06-07,00:01:19,3923.4375,17874.21875,40489.0625,44432.47956020645
2026-06-07,00:01:21,3921.8750000000005,17875.0,40488.28125,44431.943994098736
2026-06-07,00:01:23,3922.65625,17871.875,40490.625,44432.89165654104
2026-06-07,00:01:25,3923.4375,17864.0625,40492.96875,44431.95481867514
2026-06-07,00:01:27,3922.65625,17873.4375,40489.84375,44432.80822794666
2026-06-07,00:01:29,3921.8750000000005,17875.0,40496.09375,44439.063193595946
2026-06-07,00:01:31,3922.65625,17875.78125,40492.96875,44436.598717070956
2026-06-07,00:01:33,3921.8750000000005,17874.21875,40489.0625,44432.34161697291
2026-06-07,00:01:35,3922.65625,17873.4375,40491.40625,44434.2320764589
2026-06-07,00:01:37,3921.8750000000005,17874.21875,40492.1875,44435.18929827612
2026-06-07,00:01:39,3921.8750000000005,17874.21875,40490.625,44433.76545296495
2026-06-07,00:01:41,3922.65625,17873.4375,40492.1875,44434.94400420942
2026-06-07,00:01:43,3922.65625,17874.21875,40492.1875,44435.258258658425
2026-06-07,00:01:46,3921.8750000000005,17872.65625,40484.375,44427.44156584885
2026-06-07,00:01:48,3921.8750000000005,17876.5625,40492.1875,44436.13213216456
2026-06-07,00:01:50,3924.2187499999995,17878.125,40492.1875,44436.967660368464
2026-06-07,00:01:52,3922.65625,17877.34375,40484.375,44429.396470714666
2026-06-07,00:01:54,3922.65625,17871.875,40489.84375,44432.17972337957
2026-06-07,00:01:56,3923.4375,17876.5625,40489.84375,44434.13435110699
2026-06-07,00:01:58,3923.4375,17880.46875,40483.59375,44430.01111243584
2026-06-07,00:02:00,3922.65625,17875.78125,40489.0625,44433.0391654951
2026-06-07,00:02:02,3923.4375,17877.34375,40494.53125,44438.720082033156
2026-06-07,00:02:04,3923.4375,17877.34375,40485.9375,44430.88921714235
2026-06-07,00:02:06,3923.4375,17878.90625,40492.96875,44437.92489193405
2026-06-07,00:02:08,3923.4375,17882.03125,40487.5,44434.19921290787
2026-06-07,00:02:10,3924.2187499999995,17880.46875,40478.90625,44425.80901586224
2026-06-07,00:02:12,3922.65625,17879.6875,40485.15625,44431.05145886415
2026-06-07,00:02:14,3923.4375,17878.90625,40492.1875,44437.212998205134
2026-06-07,00:02:16,3922.65625,17878.125,40485.15625,44430.42270965023
2026-06-07,00:02:18,3922.65625,17867.1875,40488.28125,44428.87056627618
2026-06-07,00:02:20,3923.4375,17868.75,40491.40625,44432.41573987898
2026-06-07,00:02:22,3922.65625,17864.84375,40485.15625,44425.08020087856
2026-06-07,00:02:25,3922.65625,17874.21875,40493.75,44436.68211107818
2026-06-07,00:02:27,3923.4375,17873.4375,40491.40625,44434.30105206282
2026-06-07,00:02:29,3923.4375,17866.40625,40485.15625,44425.777547425765
2026-06-07,00:02:31,3923.4375,17913.28125,40491.40625,44450.3429352412
2026-06-07,00:02:33,3924.2187499999995,17875.0,40487.5,44431.439027425746
2026-06-07,00:02:35,3922.65625,17873.4375,40486.71875,44429.96055888044
2026-06-07,00:02:37,3923.4375,17868.75,40491.40625,44432.41573987898
2026-06-07,00:02:39,3922.65625,17860.15625,40490.625,44428.17941600469
2026-06-07,00:02:41,3924.2187499999995,17871.875,40485.15625,44428.046157808814
2026-06-07,00:02:43,3924.2187499999995,17870.3125,40492.96875,44434.53701608676
2026-06-07,00:02:45,3923.4375,17872.65625,40492.96875,44435.41067027002
2026-06-07,00:02:47,3924.2187499999995,17870.3125,40484.375,44426.70571611328
2026-06-07,00:02:49,3923.4375,17876.5625,40492.96875,44436.98197246624
2026-06-07,00:02:51,3922.65625,17872.65625,40491.40625,44433.91782848849
2026-06-07,00:02:53,3923.4375,17871.875,40482.8125,44425.84141850537
2026-06-07,00:02:55,3921.8750000000005,17866.40625,40485.9375,44426.35153891855
2026-06-07,00:02:57,3923.4375,17864.84375,40489.84375,44429.421005992575
2026-06-07,00:02:59,3923.4375,17875.0,40482.8125,44427.09865303565
2026-06-07,00:03:01,3922.65625,17879.6875,40492.96875,44438.17025195566
2026-06-07,00:03:03,3922.65625,17872.65625,40489.84375,44432.4939699061
2026-06-07,00:03:05,3923.4375,17867.96875,40486.71875,44427.82983906579
2026-06-07,00:03:08,3923.4375,17875.0,40493.75,44437.06533828383
2026-06-07,00:03:10,3924.2187499999995,17874.21875,40489.84375,44433.26046578303
2026-06-07,00:03:12,3921.8750000000005,17877.34375,40482.8125,44427.903742821865
2026-06-07,00:03:14,3923.4375,17877.34375,40493.75,44438.00817357333
2026-06-07,00:03:16,3921.8750000000005,17874.21875,40490.625,44433.76545296495
2026-06-07,00:03:18,3922.65625,17870.3125,40485.15625,44427.27965439967
2026-06-07,00:03:20,3922.65625,17873.4375,40489.0625,44432.09630718515
2026-06-07,00:03:22,3922.65625,17876.5625,40487.5,44431.92968037817
2026-06-07,00:03:24,3921.8750000000005,17874.21875,40482.03125,44425.93447035699
2026-06-07,00:03:26,3922.65625,17876.5625,40494.53125,44438.33682789329
2026-06-07,00:03:28,3921.8750000000005,17873.4375,40491.40625,44434.163114484
2026-06-07,00:03:30,3922.65625,17875.0,40485.15625,44429.16534938033
2026-06-07,00:03:32,3922.65625,17871.875,40489.84375,44432.17972337957
2026-06-07,00:03:34,3921.8750000000005,17875.0,40487.5,44431.23208696362
2026-06-07,00:03:36,3922.65625,17870.3125,40485.9375,44427.99158365395
2026-06-07,00:03:38,3922.65625,17871.875,40491.40625,44433.603592031875
2026-06-07,00:03:40,3923.4375,17869.53125,40490.625,44432.017980300625
2026-06-07,00:03:42,3922.65625,17871.875,40482.03125,44425.06051990549
2026-06-07,00:03:44,3922.65625,17874.21875,40490.625,44433.83441555703
2026-06-07,00:03:47,3924.2187499999995,17873.4375,40492.96875,44435.79389470536
2026-06-07,00:03:49,3923.4375,17868.75,40487.5,44428.8559905486
2026-06-07,00:03:51,3923.4375,17874.21875,40487.5,44431.05573795493
2026-06-07,00:03:53,3924.2187499999995,17865.625,40489.0625,44429.09217581857
2026-06-07,00:03:55,3923.4375,17871.09375,40482.8125,44425.5271386604
2026-06-07,00:03:57,3922.65625,17870.3125,40492.96875,44434.39905176841
2026-06-07,00:03:59,3923.4375,17871.09375,40492.96875,44434.78222998479
2026-06-07,00:04:01,3922.65625,17873.4375,40483.59375,44427.1129270979
2026-06-07,00:04:03,3923.4375,17842.96875,40489.0625,44419.91757937861
2026-06-07,00:04:05,3923.4375,17842.1875,40492.1875,44422.452263880245
2026-06-07,00:04:07,3923.4375,17846.875,40483.59375,44416.50224856827
2026-06-07,00:04:09,3922.65625,17854.6875,40491.40625,44426.693303473076
2026-06-07,00:04:11,3923.4375,17875.0,40490.625,44434.21766732291
2026-06-07,00:04:13,3923.4375,17876.5625,40483.59375,44428.439220254535
2026-06-07,00:04:15,3923.4375,17874.21875,40491.40625,44434.61531105898
2026-06-07,00:04:17,3923.4375,17875.78125,40491.40625,44435.24386359095
2026-06-07,00:04:19,3922.65625,17881.25,40485.9375,44432.39211287268
2026-06-07,00:04:21,3924.2187499999995,17879.6875,40491.40625,44436.884431720086
2026-06-07,00:04:23,3923.4375,17881.25,40486.71875,44433.172951304165
2026-06-07,00:04:26,3924.2187499999995,17883.59375,40487.5,44434.897034458074
2026-06-07,00:04:28,3922.65625,17872.65625,40492.1875,44434.629761273856
2026-06-07,00:04:30,3923.4375,17873.4375,40489.0625,44432.1652861046
2026-06-07,00:04:32,3922.65625,17874.21875,40480.46875,44424.57966259492
2026-06-07,00:04:34,3924.2187499999995,17869.53125,40492.1875,44433.51087217546
2026-06-07,00:04:36,3921.8750000000005,17871.875,40489.0625,44431.39882628225
2026-06-07,00:04:38,3922.65625,17875.78125,40485.9375,44430.19156617966
2026-06-07,00:04:40,3922.65625,17867.1875,40489.84375,44430.294486028724
2026-06-07,00:04:42,3923.4375,17865.625,40489.0625,44429.02317839024
2026-06-07,00:04:44,3922.65625,17867.96875,40489.84375,44430.608663465944
2026-06-07,00:04:46,3922.65625,17871.875,40490.625,44432.89165654104
2026-06-07,00:04:48,3922.65625,17867.1875,40491.40625,44431.718415095755
2026-06-07,00:04:50,3922.65625,17866.40625,40486.71875,44427.13246977915
2026-06-07,00:04:52,3922.65625,17865.625,40492.96875,44432.514073421116
2026-06-07,00:04:54,3921.8750000000005,17867.96875,40491.40625,44431.96361707572
2026-06-07,00:04:56,3921.8750000000005,17864.84375,40483.59375,44423.58730047111
2026-06-07,00:04:58,3921.8750000000005,17866.40625,40489.0625,44429.199384352745
2026-06-07,00:05:00,3921.8750000000005,17869.53125,40487.5,44429.03225212487
2026-06-07,00:05:02,3921.8750000000005,17871.875,40483.59375,44426.41536795749
2026-06-07,00:05:04,3921.8750000000005,17871.09375,40493.75,44435.35624251722
2026-06-07,00:05:07,3923.4375,17867.96875,40486.71875,44427.82983906579
2026-06-07,00:05:09,3923.4375,17868.75,40482.03125,44423.87243931896
2026-06-07,00:05:11,3922.65625,17867.96875,40492.1875,44432.74454545653
2026-06-07,00:05:13,3922.65625,17871.09375,40489.0625,44431.15355250029
2026-06-07,00:05:15,3922.65625,17869.53125,40484.375,44426.25348024539
2026-06-07,00:05:17,3923.4375,17872.65625,40490.625,44433.274875229436
2026-06-07,00:05:19,3922.65625,17863.28125,40492.1875,44430.8597441848
2026-06-07,00:05:21,3924.2187499999995,17869.53125,40488.28125,44429.95114190066
2026-06-07,00:05:23,3922.65625,17869.53125,40490.625,44431.94900115249
2026-06-07,00:05:25,3922.65625,17886.71875,40492.1875,44440.28789547185
2026-06-07,00:05:27,3923.4375,17876.5625,40486.71875,44431.28676703404
2026-06-07,00:05:29,3924.2187499999995,17878.125,40489.0625,44434.12009303642
2026-06-07,00:05:31,3923.4375,17874.21875,40491.40625,44434.61531105898
2026-06-07,00:05:33,3924.2187499999995,17871.875,40488.28125,44430.89383967622
2026-06-07,00:05:35,3923.4375,17902.34375,40490.625,44445.22456294034
2026-06-07,00:05:37,3924.2187499999995,17894.53125,40487.5,44439.30014868684
2026-06-07,00:05:39,3924.2187499999995,17877.34375,40485.9375,44430.958211672885
2026-06-07,00:05:41,3923.4375,17874.21875,40488.28125,44431.7676479156
2026-06-07,00:05:43,3924.2187499999995,17876.5625,40487.5,44432.06765236407
2026-06-07,00:05:46,3923.4375,17880.46875,40485.15625,44431.43483079346
2026-06-07,00:05:48,3924.2187499999995,17881.25,40491.40625,44437.51314444689
2026-06-07,00:05:50,3924.2187499999995,17879.6875,40489.0625,44434.74878993257
2026-06-07,00:05:52,3924.2187499999995,17876.5625,40489.0625,44433.49144218991
2026-06-07,00:05:54,3923.4375,17879.6875,40493.75,44438.95111247072
2026-06-07,00:05:56,3924.2187499999995,17877.34375,40494.53125,44438.78906440568
2026-06-07,00:05:58,3924.2187499999995,17879.6875,40487.5,44433.32504039629
2026-06-07,00:06:00,3924.2187499999995,17875.78125,40488.28125,44432.4652329218
2026-06-07,00:06:02,3923.4375,17879.6875,40487.5,44433.2560495409
2026-06-07,00:06:04,3924.2187499999995,17868.75,40485.15625,44426.789169905875
2026-06-07,00:06:06,3924.2187499999995,17868.75,40487.5,44428.92498823657
2026-06-07,00:06:08,3924.2187499999995,17867.96875,40487.5,44428.61078515542
2026-06-07,00:06:10,3925.0,17874.21875,40480.46875,44424.786675262476
2026-06-07,00:06:12,3922.65625,17876.5625,40488.28125,44432.64157633633
2026-06-07,00:06:14,3923.4375,17879.6875,40486.71875,44432.544177164375
2026-06-07,00:06:16,3922.65625,17875.78125,40487.5,44431.61536117628
2026-06-07,00:06:18,3923.4375,17878.125,40485.15625,44430.49169116796
2026-06-07,00:06:20,3922.65625,17872.65625,40488.28125,44431.07012064226
2026-06-07,00:06:23,3922.65625,17878.125,40485.9375,44431.1345885427
2026-06-07,00:06:25,3922.65625,17878.90625,40489.84375,44435.00835660287
2026-06-07,00:06:27,3922.65625,17875.78125,40488.28125,44432.32726217047
2026-06-07,00:06:29,3922.65625,17878.125,40482.8125,44428.28708696122
2026-06-07,00:06:31,3922.65625,17881.25,40491.40625,44437.3751893685
2026-06-07,00:06:33,3922.65625,17882.8125,40490.625,44437.292085099485
2026-06-07,00:06:35,3922.65625,17878.90625,40485.9375,44431.44895235648
2026-06-07,00:06:37,3922.65625,17882.03125,40489.0625,44435.55396088302
2026-06-07,00:06:39,3922.65625,17878.125,40493.75,44438.25350566547
2026-06-07,00:06:41,3923.4375,17871.09375,40486.71875,44429.086742575484
2026-06-07,00:06:43,3921.8750000000005,17881.25,40492.96875,44438.72999160306
2026-06-07,00:06:45,3922.65625,17880.46875,40490.625,44436.34894617261
2026-06-07,00:06:47,3923.4375,17884.375,40492.96875,44440.12544025396
2026-06-07,00:06:49,3924.2187499999995,17881.25,40497.65625,44443.208211193705
2026-06-07,00:06:51,3923.4375,17881.25,40496.875,44442.427343075346
2026-06-07,00:06:53,3922.65625,17882.03125,40490.625,44436.97769394613
2026-06-07,00:06:55,3922.65625,17884.375,40497.65625,44444.327680137685
2026-06-07,00:06:57,3922.65625,17878.125,40500.0,44443.94880713559
2026-06-07,00:06:59,3923.4375,17877.34375,40491.40625,44435.87246217418
2026-06-07,00:07:02,3921.8750000000005,17879.6875,40496.09375,44440.94888300733
2026-06-07,00:07:04,3922.65625,17882.03125,40499.21875,44444.80839245448
2026-06-07,00:07:06,3921.8750000000005,17873.4375,40496.875,44439.14666538565
