Date,Time,Bx (nT),By (nT),Bz (nT),Total (nT)
2026-06-06,00:00:00,3930.4687499999995,17773.4375,40524.21875,44424.72251414728
2026-06-06,00:00:02,3930.4687499999995,17768.75,40523.4375,44422.13466250393
2026-06-06,00:00:04,3930.4687499999995,17748.4375,40521.875,44412.587988111634
2026-06-06,00:00:06,3930.4687499999995,17758.59375,40526.5625,44420.92417587315
2026-06-06,00:00:08,3930.4687499999995,17770.3125,40525.0,44424.185034082315
2026-06-06,00:00:10,3929.6875,17751.5625,40525.78125,44417.33176319706
2026-06-06,00:00:12,3931.25,17745.3125,40527.34375,44416.398252400206
2026-06-06,00:00:14,3930.4687499999995,17778.90625,40527.34375,44429.761235816695
2026-06-06,00:00:16,3930.4687499999995,17735.9375,40529.6875,44414.723149495025
2026-06-06,00:00:18,3930.4687499999995,17757.8125,40528.125,44422.037384562944
2026-06-06,00:00:21,3931.25,17767.1875,40523.4375,44421.57882199891
2026-06-06,00:00:23,3932.0312500000005,17744.53125,40530.46875,44419.00669902389
2026-06-06,00:00:25,3932.0312500000005,17779.6875,40529.6875,44432.349996329125
2026-06-06,00:00:27,3932.0312500000005,17747.65625,40525.0,44415.26536135004
2026-06-06,00:00:29,3932.0312500000005,17778.125,40528.90625,44431.012143410495
2026-06-06,00:00:31,3933.59375,17782.03125,40529.6875,44433.42620160719
2026-06-06,00:00:33,3932.0312500000005,17770.3125,40523.4375,44422.89795719139
2026-06-06,00:00:35,3932.8125,17752.34375,40527.34375,44419.346170435514
2026-06-06,00:00:37,3932.8125,17748.4375,40528.125,44418.497992021155
2026-06-06,00:00:39,3932.0312500000005,17766.40625,40524.21875,44422.048197813514
2026-06-06,00:00:41,3932.8125,17759.375,40531.25,44425.720490649124
2026-06-06,00:00:43,3932.8125,17765.625,40522.65625,44420.379504867415
2026-06-06,00:00:45,3932.8125,17762.5,40517.1875,44414.14080358093
2026-06-06,00:00:47,3933.59375,17767.1875,40524.21875,44422.498992605615
2026-06-06,00:00:49,3932.0312500000005,17754.6875,40528.90625,44421.63931908549
2026-06-06,00:00:51,3932.0312500000005,17766.40625,40521.875,44419.91011142009
2026-06-06,00:00:53,3931.25,17778.125,40526.5625,44428.805105972984
2026-06-06,00:00:55,3931.25,17755.46875,40525.0,44418.318541956614
2026-06-06,00:00:57,3931.25,17761.71875,40517.96875,44414.40274440914
2026-06-06,00:00:59,3931.25,17778.90625,40525.78125,44428.40510227258
2026-06-06,00:01:01,3931.25,17746.09375,40522.65625,44412.43338865766
2026-06-06,00:01:03,3931.25,17757.8125,40517.1875,44412.12800866237
2026-06-06,00:01:05,3930.4687499999995,17757.03125,40522.65625,44416.73573062148
2026-06-06,00:01:08,3928.90625,17754.6875,40521.875,44414.94777729194
2026-06-06,00:01:10,3928.90625,17752.34375,40521.09375,44413.29813958587
2026-06-06,00:01:12,3929.6875,17746.875,40526.5625,44416.17142640378
2026-06-06,00:01:14,3928.90625,17734.375,40525.0,44409.683470634125
2026-06-06,00:01:16,3928.1250000000005,17743.75,40517.96875,44406.94339519555
2026-06-06,00:01:18,3929.6875,17737.5,40526.5625,44412.42639356763
2026-06-06,00:01:20,3929.6875,17759.375,40525.0,44419.74188621858
2026-06-06,00:01:22,3928.1250000000005,17770.3125,40519.53125,44418.98901464336
2026-06-06,00:01:24,3929.6875,17772.65625,40522.65625,44422.9155232295
2026-06-06,00:01:26,3929.6875,17758.59375,40524.21875,44418.716788343256
2026-06-06,00:01:28,3928.90625,17752.34375,40520.3125,44412.58535637291
2026-06-06,00:01:30,3928.90625,17756.25,40524.21875,44417.710698342395
2026-06-06,00:01:32,3928.90625,17757.03125,40523.4375,44417.31025119792
2026-06-06,00:01:34,3929.6875,17744.53125,40515.625,44405.25534517854
2026-06-06,00:01:36,3929.6875,17757.03125,40519.53125,44413.81559133215
2026-06-06,00:01:38,3929.6875,17738.28125,40523.4375,44409.88687632704
2026-06-06,00:01:40,3928.90625,17733.59375,40514.0625,44399.390895205244
2026-06-06,00:01:42,3930.4687499999995,17741.40625,40524.21875,44411.917157674216
2026-06-06,00:01:44,3930.4687499999995,17735.15625,40522.65625,44407.995016238965
2026-06-06,00:01:46,3929.6875,17739.0625,40520.3125,44407.347447513894
2026-06-06,00:01:48,3931.25,17735.9375,40524.21875,44409.801968307154
2026-06-06,00:01:50,3931.25,17723.4375,40527.34375,44407.6632441921
2026-06-06,00:01:52,3931.25,17762.5,40519.53125,44416.14059699724
2026-06-06,00:01:54,3930.4687499999995,17735.9375,40525.78125,44411.15861494141
2026-06-06,00:01:56,3931.25,17739.0625,40521.875,44408.91147570532
2026-06-06,00:01:59,3930.4687499999995,17735.9375,40519.53125,44405.455479235425
2026-06-06,00:02:01,3929.6875,17739.84375,40525.78125,44412.6496174786
2026-06-06,00:02:03,3931.25,17753.125,40525.78125,44418.09450833046
2026-06-06,00:02:05,3931.25,17741.40625,40519.53125,44407.70918443965
2026-06-06,00:02:07,3930.4687499999995,17731.25,40528.125,44411.42563769881
2026-06-06,00:02:09,3931.25,17731.25,40525.0,44408.64305656051
2026-06-06,00:02:11,3931.25,17728.125,40522.65625,44405.25658223122
2026-06-06,00:02:13,3931.25,17729.6875,40526.5625,44409.44509309436
2026-06-06,00:02:15,3930.4687499999995,17735.15625,40523.4375,44408.7079143612
2026-06-06,00:02:17,3929.6875,17738.28125,40515.625,44402.75818789169
2026-06-06,00:02:19,3930.4687499999995,17739.0625,40524.21875,44410.98094245931
2026-06-06,00:02:21,3929.6875,17717.96875,40524.21875,44402.49053568374
2026-06-06,00:02:23,3930.4687499999995,17726.5625,40517.1875,44399.573033659784
2026-06-06,00:02:25,3929.6875,17721.09375,40522.65625,44402.311618874184
2026-06-06,00:02:27,3929.6875,17730.46875,40524.21875,44407.47990192907
2026-06-06,00:02:29,3931.25,17737.5,40519.53125,44406.14873564501
2026-06-06,00:02:31,3929.6875,17736.71875,40525.0,44410.68858804441
2026-06-06,00:02:33,3930.4687499999995,17729.6875,40527.34375,44410.088886119636
2026-06-06,00:02:35,3929.6875,17737.5,40517.96875,44404.584692615164
2026-06-06,00:02:37,3928.90625,17731.25,40522.65625,44406.29685573267
2026-06-06,00:02:39,3929.6875,17727.34375,40525.0,44406.9452369595
2026-06-06,00:02:41,3929.6875,17733.59375,40521.875,44406.58897791318
2026-06-06,00:02:44,3929.6875,17739.84375,40528.90625,44415.501144795824
2026-06-06,00:02:46,3929.6875,17735.9375,40525.0,44410.3765785831
2026-06-06,00:02:48,3930.4687499999995,17725.78125,40520.3125,44402.11290710426
2026-06-06,00:02:50,3929.6875,17735.9375,40524.21875,44409.66367976022
2026-06-06,00:02:52,3930.4687499999995,17734.375,40524.21875,44409.10882390237
2026-06-06,00:02:54,3930.4687499999995,17742.96875,40518.75,44407.55145491252
2026-06-06,00:02:56,3931.25,17739.84375,40524.21875,44411.3621513095
2026-06-06,00:02:58,3930.4687499999995,17737.5,40523.4375,44409.64397133952
2026-06-06,00:03:00,3930.4687499999995,17760.15625,40515.625,44411.57060676604
2026-06-06,00:03:02,3931.25,17759.375,40523.4375,44418.45465310034
2026-06-06,00:03:04,3931.25,17746.875,40524.21875,44414.1712083652
2026-06-06,00:03:06,3930.4687499999995,17736.71875,40520.3125,44406.480402177614
2026-06-06,00:03:08,3930.4687499999995,17739.0625,40525.78125,44412.40670011573
2026-06-06,00:03:10,3931.25,17740.625,40523.4375,44410.96135831256
2026-06-06,00:03:12,3931.25,17765.625,40518.75,44416.67772093749
2026-06-06,00:03:14,3931.25,17765.625,40525.0,44422.3793059661
2026-06-06,00:03:16,3930.4687499999995,17736.71875,40523.4375,44409.331940795215
2026-06-06,00:03:18,3931.25,17743.75,40517.96875,44407.21993382356
2026-06-06,00:03:20,3931.25,17732.8125,40521.09375,44405.70238628081
2026-06-06,00:03:22,3930.4687499999995,17723.4375,40525.0,44405.45514248371
2026-06-06,00:03:24,3931.25,17738.28125,40520.3125,44407.17367007562
2026-06-06,00:03:26,3931.25,17733.59375,40525.78125,44410.29182267767
2026-06-06,00:03:28,3931.25,17739.0625,40525.78125,44412.4758470439
2026-06-06,00:03:30,3930.4687499999995,17739.0625,40514.0625,44401.71374201157
2026-06-06,00:03:33,3928.90625,17736.71875,40522.65625,44408.480787948094
2026-06-06,00:03:35,3929.6875,17739.0625,40521.875,44408.7731843854
2026-06-06,00:03:37,3928.90625,17735.9375,40513.28125,44399.614198400384
2026-06-06,00:03:39,3929.6875,17739.84375,40522.65625,44409.798126964444
2026-06-06,00:03:41,3928.90625,17734.375,40524.21875,44408.97056068476
2026-06-06,00:03:43,3928.1250000000005,17736.71875,40521.09375,44406.98590006437
2026-06-06,00:03:45,3928.90625,17739.0625,40525.0,44411.55556496749
2026-06-06,00:03:47,3927.34375,17740.625,40525.0,44412.041490132935
2026-06-06,00:03:49,3928.90625,17746.875,40514.84375,44405.41003834812
2026-06-06,00:03:51,3927.34375,17742.1875,40524.21875,44411.95280004778
