Date,Time,Bx (nT),By (nT),Bz (nT),Total (nT)
2026-06-03,00:00:00,3869.5312500000005,10131.25,40604.6875,42028.03999272251
2026-06-03,00:00:02,3869.5312500000005,10118.75,40605.46875,42025.78334861175
2026-06-03,00:00:04,3869.5312500000005,10028.125,40596.875,41995.747676115694
2026-06-03,00:00:06,3871.09375,9977.34375,40607.8125,41994.370946141215
2026-06-03,00:00:08,3871.09375,10000.78125,40607.03125,41999.19022279022
2026-06-03,00:00:10,3871.09375,10017.96875,40601.5625,41997.99926352054
2026-06-03,00:00:12,3871.09375,10242.1875,40603.90625,42054.30981915212
2026-06-03,00:00:14,3870.3125,10144.53125,40605.46875,42032.0702028476
2026-06-03,00:00:16,3871.09375,10163.28125,40601.5625,42032.89818736387
2026-06-03,00:00:18,3870.3125,10140.625,40611.71875,42037.16562837441
2026-06-03,00:00:20,3869.5312500000005,10142.96875,40606.25,42032.375928808775
2026-06-03,00:00:22,3870.3125,10188.28125,40603.90625,42041.14171184635
2026-06-03,00:00:24,3870.3125,10182.03125,40605.46875,42041.13665959639
2026-06-03,00:00:26,3870.3125,10231.25,40603.90625,42051.57545406528
2026-06-03,00:00:28,3871.8750000000005,10154.6875,40600.78125,42030.138381269135
2026-06-03,00:00:30,3870.3125,10182.8125,40607.03125,42042.83501616285
2026-06-03,00:00:32,3869.5312500000005,10150.78125,40605.46875,42033.50716377715
2026-06-03,00:00:34,3871.09375,10016.40625,40603.125,41999.137142945605
2026-06-03,00:00:36,3871.09375,10034.375,40607.03125,42007.20218486814
2026-06-03,00:00:38,3871.8750000000005,10018.75,40603.90625,42000.52345312989
2026-06-03,00:00:40,3870.3125,10164.84375,40601.5625,42033.2040742908
2026-06-03,00:00:42,3869.5312500000005,10033.59375,40605.46875,42005.3611821395
2026-06-03,00:00:44,3871.09375,10145.3125,40607.03125,42033.84017053904
2026-06-03,00:00:46,3871.09375,10125.78125,40601.5625,42023.84668477586
2026-06-03,00:00:48,3871.09375,10093.75,40604.6875,42019.15994943789
